D1-1,D1-2,D1-3,D1-4,D1-5,D1-6,D1-7,D2-1,D2-2,D2-3,D2-4,D2-5,D2-6,D2-7,DAT,D,DT,DD
,,,,,,,,,,,,,,6.32455532,10,5.885661913,853
,,,,,,,,,,,,,,6.32455532,10,5.885661913,854
,,,,,,,,,,,,,,6.32455532,10,5.885661913,855
,,,,,,,,,,,,,,6.32455532,10,5.885661913,856
,,,,,,,,,,,,,,6.32455532,10,5.759014491,857
,,,,,,,,,,,,,,6.32455532,10,5.623413252,858
,,,,,,,,,,,,,,6.32455532,10,5.623413252,859
,,,,,,,,,,,,,,6.32455532,10,5.623413252,860
,,,,,,,,,,,,,,6.32455532,10,5.477225575,861
,,,,,,,,,,,,,,6.32455532,10,4.728708045,862
,,,,,,,,,,,,,,6.32455532,11,11.229212,863
,,,,,,,,,,,,,,6.32455532,11,10.85809657,864
,,,,,,,,,,,,,,6.32455532,11,10.79902949,865
,,,,,,,,,,,,,,6.32455532,11,10.77912336,866
,,,,,,,,,,,,,,6.32455532,11,10.77912336,867
,,,,,,,,,,,,,,6.32455532,11,9.243378033,868
,,,,,,,,,,,,,,6.32455532,11,9.080865185,869
,,,,,,,,,,,,,,6.32455532,11,8.9790076,870
,,,,,,,,,,,,,,6.32455532,11,8.9790076,871
,,,,,,,,,,,,,,6.32455532,11,8.873560657,872
,,,,,,,,,,,,,,6.32455532,11,8.279888043,873
,,,,,,,,,,,,,,6.32455532,11,8.190362588,874
,,,,,,,,,,,,,,6.32455532,11,8.190362588,875
,,,,,,,,,,,,,,6.32455532,11,8.190362588,876
,,,,,,,,,,,,,,6.32455532,11,8.00195241,877
,,,,,,,,,,,,,,6.32455532,11,7.902529974,878
,,,,,,,,,,,,,,6.32455532,11,7.79920671,879
,,,,,,,,,,,,,,6.32455532,11,7.79920671,880
,,,,,,,,,,,,,,6.32455532,11,7.745966692,881
,,,,,,,,,,,,,,6.32455532,11,7.745966692,882
,,,,,,,,,,,,,,6.32455532,11,7.579289311,883
,,,,,,,,,,,,,,6.32455532,11,7.579289311,884
,,,,,,,,,,,,,,6.32455532,11,7.521206186,885
,,,,,,,,,,,,,,6.32455532,11,7.461745347,886
,,,,,,,,,,,,,,6.32455532,11,7.461745347,887
,,,,,,,,,,,,,,6.32455532,11,7.400828045,888
,,,,,,,,,,,,,,6.32455532,11,7.338368216,889
,,,,,,,,,,,,,,6.32455532,11,7.338368216,890
,,,,,,,,,,,,,,6.223329773,11,7.338368216,891
,,,,,,,,,,,,,,6.223329773,11,7.338368216,892
,,,,,,,,,,,,,,6.223329773,11,7.208434242,893
,,,,,,,,,,,,,,6.223329773,11,7.208434242,894
,,,,,,,,,,,,,,6.223329773,11,7.071067812,895
,,,,,,,,,,,,,,6.223329773,11,6.999271023,896
,,,,,,,,,,,,,,6.223329773,11,6.925194238,897
,,,,,,,,,,,,,,6.223329773,11,6.925194238,898
,,,,,,,,,,,,,,6.223329773,11,6.925194238,899
,,,,,,,,,,,,,,6.223329773,11,6.925194238,900
,,,,,,,,,,,,,,6.223329773,11,6.925194238,901
,,,,,,,,,,,,,,6.223329773,11,6.848661008,902
,,,,,,,,,,,,,,6.223329773,11,6.848661008,903
,,,,,,,,,,,,,,6.223329773,11,6.769472428,904
,,,,,,,,,,,,,,6.223329773,11,6.769472428,905
,,,,,,,,,,,,,,6.223329773,11,6.769472428,906
,,,,,,,,,,,,,,6.223329773,11,6.602195804,907
,,,,,,,,,,,,,,6.223329773,11,6.602195804,908
,,,,,,,,,,,,,,6.223329773,11,6.602195804,909
,,,,,,,,,,,,,,6.223329773,11,6.513555624,910
,,,,,,,,,,,,,,6.223329773,11,6.513555624,911
,,,,,,,,,,,,,,6.223329773,11,6.513555624,912
,,,,,,,,,,,,,,6.223329773,11,6.513555624,913
,,,,,,,,,,,,,,6.223329773,11,6.513555624,914
,,,,,,,,,,,,,,6.223329773,11,6.513555624,915
,,,,,,,,,,,,,,6.223329773,11,6.513555624,916
,,,,,,,,,,,,,,6.223329773,11,6.421141352,917
,,,,,,,,,,,,,,6.223329773,11,6.421141352,918
,,,,,,,,,,,,,,6.223329773,11,6.32455532,919
,,,,,,,,,,,,,,6.223329773,11,6.223329773,920
,,,,,,,,,,,,,,6.223329773,11,6.223329773,921
,,,,,,,,,,,,,,6.223329773,11,6.223329773,922
,,,,,,,,,,,,,,6.223329773,11,6.116908849,923
,,,,,,,,,,,,,,6.223329773,11,6.116908849,924
,,,,,,,,,,,,,,6.223329773,11,6.116908849,925
,,,,,,,,,,,,,,6.223329773,11,6.116908849,926
,,,,,,,,,,,,,,6.223329773,11,6.004624281,927
,,,,,,,,,,,,,,6.223329773,11,6.004624281,928
,,,,,,,,,,,,,,6.223329773,11,6.004624281,929
,,,,,,,,,,,,,,6.223329773,11,6.004624281,930
,,,,,,,,,,,,,,6.223329773,11,6.004624281,931
,,,,,,,,,,,,,,6.223329773,11,5.885661913,932
,,,,,,,,,,,,,,6.223329773,11,5.885661913,933
,,,,,,,,,,,,,,6.223329773,11,5.885661913,934
,,,,,,,,,,,,,,6.223329773,11,5.759014491,935
,,,,,,,,,,,,,,6.223329773,11,5.477225575,936
,,,,,,,,,,,,,,6.223329773,11,5.143686724,937
,,,,,,,,,,,,,,6.223329773,11,4.949232004,938
,,,,,,,,,,,,,,6.223329773,11,4.728708045,939
,,,,,,,,,,,,,,6.223329773,12,12.63673986,940
,,,,,,,,,,,,,,6.116908849,12,11.67826258,941
,,,,,,,,,,,,,,6.116908849,12,11.46862958,942
,,,,,,,,,,,,,,6.116908849,12,10.71873374,943
,,,,,,,,,,,,,,6.116908849,12,10.40031433,944
,,,,,,,,,,,,,,6.116908849,12,10.12272234,945
,,,,,,,,,,,,,,6.116908849,12,10.12272234,946
,,,,,,,,,,,,,,6.116908849,12,9.949620564,947
,,,,,,,,,,,,,,6.116908849,12,9.712868336,948
,,,,,,,,,,,,,,6.116908849,12,9.685469281,949
,,,,,,,,,,,,,,6.116908849,12,9.336914848,950
,,,,,,,,,,,,,,6.116908849,12,9.274872111,951
,,,,,,,,,,,,,,6.116908849,12,9.243378033,952
,,,,,,,,,,,,,,6.116908849,12,9.211558703,953
,,,,,,,,,,,,,,6.116908849,12,8.9790076,954
,,,,,,,,,,,,,,6.116908849,12,8.94427191,955
,,,,,,,,,,,,,,6.116908849,12,8.873560657,956
,,,,,,,,,,,,,,6.116908849,12,8.764214596,957
,,,,,,,,,,,,,,6.116908849,12,8.726839695,958
,,,,,,,,,,,,,,6.116908849,12,8.726839695,959
,,,,,,,,,,,,,,6.116908849,12,8.532355999,960
,,,,,,,,,,,,,,6.116908849,12,8.491821095,961
,,,,,,,,,,,,,,6.116908849,12,8.323582901,962
,,,,,,,,,,,,,,6.116908849,12,8.235490261,963
,,,,,,,,,,,,,,6.116908849,12,8.190362588,964
,,,,,,,,,,,,,,6.116908849,12,8.09780126,965
,,,,,,,,,,,,,,6.116908849,12,7.851378225,966
,,,,,,,,,,,,,,6.116908849,12,7.745966692,967
,,,,,,,,,,,,,,6.116908849,12,7.745966692,968
,,,,,,,,,,,,,,6.116908849,12,7.691605673,969
,,,,,,,,,,,,,,6.116908849,12,7.691605673,970
,,,,,,,,,,,,,,6.116908849,12,7.691605673,971
,,,,,,,,,,,,,,6.116908849,12,7.636066982,972
,,,,,,,,,,,,,,6.116908849,12,7.521206186,973
,,,,,,,,,,,,,,6.116908849,12,7.400828045,974
,,,,,,,,,,,,,,6.116908849,12,7.338368216,975
,,,,,,,,,,,,,,6.116908849,12,7.338368216,976
,,,,,,,,,,,,,,6.116908849,12,7.338368216,977
,,,,,,,,,,,,,,6.116908849,12,7.274271525,978
,,,,,,,,,,,,,,6.116908849,12,7.274271525,979
,,,,,,,,,,,,,,6.116908849,12,7.274271525,980
,,,,,,,,,,,,,,6.116908849,12,7.208434242,981
,,,,,,,,,,,,,,6.116908849,12,7.208434242,982
,,,,,,,,,,,,,,6.116908849,12,7.140741918,983
,,,,,,,,,,,,,,6.116908849,12,7.071067812,984
,,,,,,,,,,,,,,6.116908849,12,7.071067812,985
,,,,,,,,,,,,,,6.116908849,12,6.999271023,986
,,,,,,,,,,,,,,6.116908849,12,6.999271023,987
,,,,,,,,,,,,,,6.116908849,12,6.999271023,988
,,,,,,,,,,,,,,6.116908849,12,6.999271023,989
,,,,,,,,,,,,,,6.116908849,12,6.925194238,990
,,,,,,,,,,,,,,6.116908849,12,6.848661008,991
,,,,,,,,,,,,,,6.116908849,12,6.848661008,992
,,,,,,,,,,,,,,6.116908849,12,6.848661008,993
,,,,,,,,,,,,,,6.116908849,12,6.848661008,994
,,,,,,,,,,,,,,6.116908849,12,6.769472428,995
,,,,,,,,,,,,,,6.116908849,12,6.769472428,996
,,,,,,,,,,,,,,6.116908849,12,6.769472428,997
,,,,,,,,,,,,,,6.116908849,12,6.769472428,998
,,,,,,,,,,,,,,6.116908849,12,6.68740305,999
,,,,,,,,,,,,,,6.004624281,12,6.602195804,1000
,,,,,,,,,,,,,,6.004624281,12,6.513555624,1001
,,,,,,,,,,,,,,6.004624281,12,6.421141352,1002
,,,,,,,,,,,,,,6.004624281,12,6.421141352,1003
,,,,,,,,,,,,,,6.004624281,12,6.32455532,1004
,,,,,,,,,,,,,,6.004624281,12,6.32455532,1005
,,,,,,,,,,,,,,6.004624281,12,6.32455532,1006
,,,,,,,,,,,,,,6.004624281,12,6.32455532,1007
,,,,,,,,,,,,,,6.004624281,12,6.32455532,1008
,,,,,,,,,,,,,,6.004624281,12,6.32455532,1009
,,,,,,,,,,,,,,6.004624281,12,6.32455532,1010
,,,,,,,,,,,,,,6.004624281,12,6.32455532,1011
,,,,,,,,,,,,,,6.004624281,12,6.223329773,1012
,,,,,,,,,,,,,,6.004624281,12,6.223329773,1013
,,,,,,,,,,,,,,6.004624281,12,6.116908849,1014
,,,,,,,,,,,,,,6.004624281,12,6.116908849,1015
,,,,,,,,,,,,,,6.004624281,12,6.116908849,1016
,,,,,,,,,,,,,,6.004624281,12,6.116908849,1017
,,,,,,,,,,,,,,6.004624281,12,6.004624281,1018
,,,,,,,,,,,,,,6.004624281,12,6.004624281,1019
,,,,,,,,,,,,,,6.004624281,12,6.004624281,1020
,,,,,,,,,,,,,,6.004624281,12,6.004624281,1021
,,,,,,,,,,,,,,6.004624281,12,6.004624281,1022
,,,,,,,,,,,,,,6.004624281,12,6.004624281,1023
,,,,,,,,,,,,,,6.004624281,12,5.885661913,1024
,,,,,,,,,,,,,,6.004624281,12,5.759014491,1025
,,,,,,,,,,,,,,6.004624281,12,5.759014491,1026
,,,,,,,,,,,,,,6.004624281,12,5.759014491,1027
,,,,,,,,,,,,,,6.004624281,12,5.623413252,1028
,,,,,,,,,,,,,,6.004624281,12,5.623413252,1029
,,,,,,,,,,,,,,6.004624281,12,5.143686724,1030
,,,,,,,,,,,,,,6.004624281,12,4.728708045,1031
,,,,,,,,,,,,,,6.004624281,13,13.6188241,1032
,,,,,,,,,,,,,,6.004624281,13,11.13987147,1033
,,,,,,,,,,,,,,6.004624281,13,9.793703613,1034
,,,,,,,,,,,,,,6.004624281,13,9.766981117,1035
,,,,,,,,,,,,,,6.004624281,13,9.427722109,1036
,,,,,,,,,,,,,,6.004624281,13,9.367477989,1037
,,,,,,,,,,,,,,6.004624281,13,9.243378033,1038
,,,,,,,,,,,,,,6.004624281,13,8.801117368,1039
,,,,,,,,,,,,,,6.004624281,13,8.726839695,1040
,,,,,,,,,,,,,,6.004624281,13,8.726839695,1041
,,,,,,,,,,,,,,6.004624281,13,8.650615454,1042
,,,,,,,,,,,,,,6.004624281,13,8.572321289,1043
,,,,,,,,,,,,,,6.004624281,13,8.366600265,1044
,,,,,,,,,,,,,,6.004624281,13,8.190362588,1045
,,,,,,,,,,,,,,6.004624281,13,8.050304776,1046
,,,,,,,,,,,,,,6.004624281,13,7.952707288,1047
,,,,,,,,,,,,,,6.004624281,13,7.851378225,1048
,,,,,,,,,,,,,,6.004624281,13,7.579289311,1049
,,,,,,,,,,,,,,6.004624281,13,7.521206186,1050
,,,,,,,,,,,,,,6.004624281,13,7.521206186,1051
,,,,,,,,,,,,,,6.004624281,13,7.521206186,1052
,,,,,,,,,,,,,,6.004624281,13,7.461745347,1053
,,,,,,,,,,,,,,6.004624281,13,7.461745347,1054
,,,,,,,,,,,,,,6.004624281,13,7.461745347,1055
,,,,,,,,,,,,,,6.004624281,13,7.338368216,1056
,,,,,,,,,,,,,,6.004624281,13,7.274271525,1057
,,,,,,,,,,,,,,6.004624281,13,7.274271525,1058
,,,,,,,,,,,,,,6.004624281,13,7.274271525,1059
,,,,,,,,,,,,,,6.004624281,13,7.208434242,1060
,,,,,,,,,,,,,,6.004624281,13,7.140741918,1061
,,,,,,,,,,,,,,5.885661913,13,7.140741918,1062
,,,,,,,,,,,,,,5.885661913,13,7.071067812,1063
,,,,,,,,,,,,,,5.885661913,13,7.071067812,1064
,,,,,,,,,,,,,,5.885661913,13,6.999271023,1065
,,,,,,,,,,,,,,5.885661913,13,6.999271023,1066
,,,,,,,,,,,,,,5.885661913,13,6.848661008,1067
,,,,,,,,,,,,,,5.885661913,13,6.848661008,1068
,,,,,,,,,,,,,,5.885661913,13,6.848661008,1069
,,,,,,,,,,,,,,5.885661913,13,6.848661008,1070
,,,,,,,,,,,,,,5.885661913,13,6.602195804,1071
,,,,,,,,,,,,,,5.885661913,13,6.602195804,1072
,,,,,,,,,,,,,,5.885661913,13,6.602195804,1073
,,,,,,,,,,,,,,5.885661913,13,6.602195804,1074
,,,,,,,,,,,,,,5.885661913,13,6.513555624,1075
,,,,,,,,,,,,,,5.885661913,13,6.513555624,1076
,,,,,,,,,,,,,,5.885661913,13,6.513555624,1077
,,,,,,,,,,,,,,5.885661913,13,6.421141352,1078
,,,,,,,,,,,,,,5.885661913,13,6.421141352,1079
,,,,,,,,,,,,,,5.885661913,13,6.32455532,1080
,,,,,,,,,,,,,,5.885661913,13,6.32455532,1081
,,,,,,,,,,,,,,5.885661913,13,6.32455532,1082
,,,,,,,,,,,,,,5.885661913,13,6.223329773,1083
,,,,,,,,,,,,,,5.885661913,13,6.223329773,1084
,,,,,,,,,,,,,,5.885661913,13,6.223329773,1085
,,,,,,,,,,,,,,5.885661913,13,6.223329773,1086
,,,,,,,,,,,,,,5.885661913,13,6.223329773,1087
,,,,,,,,,,,,,,5.885661913,13,6.004624281,1088
,,,,,,,,,,,,,,5.885661913,13,6.004624281,1089
,,,,,,,,,,,,,,5.885661913,13,5.623413252,1090
,,,,,,,,,,,,,,5.885661913,13,5.623413252,1091
,,,,,,,,,,,,,,5.885661913,13,5.318295897,1092
,,,,,,,,,,,,,,5.885661913,13,5.318295897,1093
,,,,,,,,,,,,,,5.885661913,13,5.318295897,1094
,,,,,,,,,,,,,,5.885661913,13,4.728708045,1095
,,,,,,,,,,,,,,5.885661913,14,13.64841969,1096
,,,,,,,,,,,,,,5.885661913,14,12.27457501,1097
,,,,,,,,,,,,,,5.885661913,14,11.2468265,1098
,,,,,,,,,,,,,,5.885661913,14,11.10352557,1099
,,,,,,,,,,,,,,5.885661913,14,10.79902949,1100
,,,,,,,,,,,,,,5.885661913,14,10,1101
,,,,,,,,,,,,,,5.885661913,14,9.924141173,1102
,,,,,,,,,,,,,,5.885661913,14,9.712868336,1103
,,,,,,,,,,,,,,5.759014491,14,9.397744871,1104
,,,,,,,,,,,,,,5.759014491,14,9.274872111,1105
,,,,,,,,,,,,,,5.759014491,14,9.179406175,1106
,,,,,,,,,,,,,,5.759014491,14,8.837561698,1107
,,,,,,,,,,,,,,5.759014491,14,8.572321289,1108
,,,,,,,,,,,,,,5.759014491,14,8.050304776,1109
,,,,,,,,,,,,,,5.759014491,14,8.00195241,1110
,,,,,,,,,,,,,,5.759014491,14,7.902529974,1111
,,,,,,,,,,,,,,5.759014491,14,7.902529974,1112
,,,,,,,,,,,,,,5.759014491,14,7.79920671,1113
,,,,,,,,,,,,,,5.759014491,14,7.691605673,1114
,,,,,,,,,,,,,,5.759014491,14,7.521206186,1115
,,,,,,,,,,,,,,5.759014491,14,7.521206186,1116
,,,,,,,,,,,,,,5.759014491,14,7.521206186,1117
,,,,,,,,,,,,,,5.759014491,14,7.461745347,1118
,,,,,,,,,,,,,,5.759014491,14,7.461745347,1119
,,,,,,,,,,,,,,5.759014491,14,7.461745347,1120
,,,,,,,,,,,,,,5.759014491,14,7.400828045,1121
,,,,,,,,,,,,,,5.759014491,14,7.338368216,1122
,,,,,,,,,,,,,,5.759014491,14,7.274271525,1123
,,,,,,,,,,,,,,5.759014491,14,7.274271525,1124
,,,,,,,,,,,,,,5.759014491,14,7.140741918,1125
,,,,,,,,,,,,,,5.759014491,14,7.140741918,1126
,,,,,,,,,,,,,,5.759014491,14,7.071067812,1127
,,,,,,,,,,,,,,5.759014491,14,7.071067812,1128
,,,,,,,,,,,,,,5.623413252,14,7.071067812,1129
,,,,,,,,,,,,,,5.623413252,14,6.999271023,1130
,,,,,,,,,,,,,,5.623413252,14,6.999271023,1131
,,,,,,,,,,,,,,5.623413252,14,6.925194238,1132
,,,,,,,,,,,,,,5.623413252,14,6.925194238,1133
,,,,,,,,,,,,,,5.623413252,14,6.769472428,1134
,,,,,,,,,,,,,,5.623413252,14,6.769472428,1135
,,,,,,,,,,,,,,5.623413252,14,6.769472428,1136
,,,,,,,,,,,,,,5.623413252,14,6.68740305,1137
,,,,,,,,,,,,,,5.623413252,14,6.68740305,1138
,,,,,,,,,,,,,,5.623413252,14,6.602195804,1139
,,,,,,,,,,,,,,5.623413252,14,6.602195804,1140
,,,,,,,,,,,,,,5.623413252,14,6.602195804,1141
,,,,,,,,,,,,,,5.623413252,14,6.602195804,1142
,,,,,,,,,,,,,,5.623413252,14,6.513555624,1143
,,,,,,,,,,,,,,5.623413252,14,6.513555624,1144
,,,,,,,,,,,,,,5.623413252,14,6.513555624,1145
,,,,,,,,,,,,,,5.623413252,14,6.513555624,1146
,,,,,,,,,,,,,,5.623413252,14,6.513555624,1147
,,,,,,,,,,,,,,5.623413252,14,6.513555624,1148
,,,,,,,,,,,,,,5.623413252,14,6.513555624,1149
,,,,,,,,,,,,,,5.477225575,14,6.421141352,1150
,,,,,,,,,,,,,,5.477225575,14,6.421141352,1151
,,,,,,,,,,,,,,5.477225575,14,6.421141352,1152
,,,,,,,,,,,,,,5.477225575,14,6.421141352,1153
,,,,,,,,,,,,,,5.477225575,14,6.421141352,1154
,,,,,,,,,,,,,,5.477225575,14,6.421141352,1155
,,,,,,,,,,,,,,5.477225575,14,6.421141352,1156
,,,,,,,,,,,,,,5.477225575,14,6.421141352,1157
,,,,,,,,,,,,,,5.477225575,14,6.32455532,1158
,,,,,,,,,,,,,,5.477225575,14,6.32455532,1159
,,,,,,,,,,,,,,5.477225575,14,6.32455532,1160
,,,,,,,,,,,,,,5.477225575,14,6.32455532,1161
,,,,,,,,,,,,,,5.477225575,14,6.32455532,1162
,,,,,,,,,,,,,,5.318295897,14,6.223329773,1163
,,,,,,,,,,,,,,5.318295897,14,6.223329773,1164
,,,,,,,,,,,,,,5.318295897,14,6.223329773,1165
,,,,,,,,,,,,,,5.318295897,14,6.116908849,1166
,,,,,,,,,,,,,,5.318295897,14,6.116908849,1167
,,,,,,,,,,,,,,5.318295897,14,6.116908849,1168
,,,,,,,,,,,,,,5.318295897,14,6.116908849,1169
,,,,,,,,,,,,,,5.318295897,14,6.116908849,1170
,,,,,,,,,,,,,,5.318295897,14,6.004624281,1171
,,,,,,,,,,,,,,5.143686724,14,6.004624281,1172
,,,,,,,,,,,,,,5.143686724,14,6.004624281,1173
,,,,,,,,,,,,,,5.143686724,14,6.004624281,1174
,,,,,,,,,,,,,,5.143686724,14,6.004624281,1175
,,,,,,,,,,,,,,5.143686724,14,6.004624281,1176
,,,,,,,,,,,,,,5.143686724,14,6.004624281,1177
,,,,,,,,,,,,,,5.143686724,14,6.004624281,1178
,,,,,,,,,,,,,,5.143686724,14,6.004624281,1179
,,,,,,,,,,,,,,5.143686724,14,5.885661913,1180
,,,,,,,,,,,,,,4.949232004,14,5.885661913,1181
,,,,,,,,,,,,,,4.949232004,14,5.885661913,1182
,,,,,,,,,,,,,,4.949232004,14,5.885661913,1183
,,,,,,,,,,,,,,4.728708045,14,5.759014491,1184
,,,,,,,,,,,,,,4.728708045,14,5.623413252,1185
,,,,,,,,,,,,,,4.728708045,14,5.623413252,1186
,,,,,,,,,,,,,,4.728708045,14,5.623413252,1187
,,,,,,,,,,,,,,4.728708045,14,5.477225575,1188
,,,,,,,,,,,,,,4.728708045,14,5.318295897,1189
,,,,,,,,,,,,,,4.728708045,14,5.143686724,1190
